annotation_schema_version,annotation_id,doc_id,relative_path,statement_type,line_start,line_end,row_count,column_count,unit_normalized,expected_periods,notes
1,ann_41aa9fff09029637712d43321509d86ad958034eee014b9271d7698ae7ea180d,doc_52cc94f1838d023d7a95b9ca14d962a6bb96fb28fd951e643e9854477c1b51e7,CTG/2022/CTG_financial_statements_2022_consolidated/CTG_financial_statements_2022_consolidated_extracted.txt,income_statement,423,423,25,5,VND_million,,auto-mapped
1,ann_dfb31980a9e77e4abc01776ce92bd154296fce20f9bce08c65a8a4edd6908bde,doc_52cc94f1838d023d7a95b9ca14d962a6bb96fb28fd951e643e9854477c1b51e7,CTG/2022/CTG_financial_statements_2022_consolidated/CTG_financial_statements_2022_consolidated_extracted.txt,cash_flow_statement,468,468,26,4,VND_million,,auto-mapped
1,ann_df11d6c581814746abfeae5ef6088ce73f9f456d9ba7e7430cf285a471ccef9b,doc_52cc94f1838d023d7a95b9ca14d962a6bb96fb28fd951e643e9854477c1b51e7,CTG/2022/CTG_financial_statements_2022_consolidated/CTG_financial_statements_2022_consolidated_extracted.txt,cash_flow_statement,495,495,15,3,VND_million,,auto-mapped
1,ann_e89636151606c85add715a4f82882d3c08cccfdcc73912b34382f658a785533f,doc_59b3e52b9aef6dd3fad9bff4017cf6e47739b7170535b8edfb84d13bce03dec7,MSB/2016/MSB_financial_statements_2016_consolidated/MSB_financial_statements_2016_consolidated_extracted.txt,balance_sheet,133,133,36,4,,,auto-mapped
1,ann_f9c1bd6815937d9eef606ce0ecc95431ca1dff3d7f25f771d6682c022034bf73,doc_59b3e52b9aef6dd3fad9bff4017cf6e47739b7170535b8edfb84d13bce03dec7,MSB/2016/MSB_financial_statements_2016_consolidated/MSB_financial_statements_2016_consolidated_extracted.txt,balance_sheet,155,155,9,4,,,auto-mapped
1,ann_7c5051713d341ab201af080de9f4f984139865639d83d9759352a35beeaffc93,doc_59b3e52b9aef6dd3fad9bff4017cf6e47739b7170535b8edfb84d13bce03dec7,MSB/2016/MSB_financial_statements_2016_consolidated/MSB_financial_statements_2016_consolidated_extracted.txt,income_statement,166,166,21,4,,,auto-mapped
1,ann_5162d607345aed6823d581fffc5814eccb72978b191b0e600ac54c9bd7f7c2c4,doc_59b3e52b9aef6dd3fad9bff4017cf6e47739b7170535b8edfb84d13bce03dec7,MSB/2016/MSB_financial_statements_2016_consolidated/MSB_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,175,175,27,4,,,auto-mapped
1,ann_a69f77ce9d15794a31c0e3b6efc9d7b5c106f921f506eb4a91077d1c68e0c9b1,doc_59b3e52b9aef6dd3fad9bff4017cf6e47739b7170535b8edfb84d13bce03dec7,MSB/2016/MSB_financial_statements_2016_consolidated/MSB_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,184,184,16,4,,,auto-mapped
1,ann_917dddaf414a08a4fd86ef1351d8623d1d09c205cb29b1a1d839b68d98f01e9c,doc_5a553261aedcfdc7ba2e23e1f70d95f19983152f7034dbcfd98522913a23e90e,ACB/2015/ACB_financial_statements_2015_separate/ACB_financial_statements_2015_separate_extracted.txt,balance_sheet,281,281,39,5,,,auto-mapped
1,ann_c0178808afecb7cc51d9651b89c42bac27f36b51f569cbc69fcbe96a1d7ae968,doc_5a553261aedcfdc7ba2e23e1f70d95f19983152f7034dbcfd98522913a23e90e,ACB/2015/ACB_financial_statements_2015_separate/ACB_financial_statements_2015_separate_extracted.txt,balance_sheet,334,334,7,5,,,auto-mapped
1,ann_44cb2627493dee1b034d7efedd1a5e21d7f98293197f201084d85b7c3124a9b4,doc_5a553261aedcfdc7ba2e23e1f70d95f19983152f7034dbcfd98522913a23e90e,ACB/2015/ACB_financial_statements_2015_separate/ACB_financial_statements_2015_separate_extracted.txt,income_statement,362,362,18,5,,,auto-mapped
1,ann_e6f15607374050c40fd457d0491eb79152c57cdffd7775453a95576f1cea4af0,doc_5a553261aedcfdc7ba2e23e1f70d95f19983152f7034dbcfd98522913a23e90e,ACB/2015/ACB_financial_statements_2015_separate/ACB_financial_statements_2015_separate_extracted.txt,cash_flow_statement,411,411,1,3,,,auto-mapped
1,ann_ceab794f5b27e9639a8097d1a4950dee73f182e61fcacc08a673202d1143b23b,doc_5c04db88863e3f82be09ef80b120b0fcab9cf8736b8336f3860d5bbebcf58f77,GEG/2022/GEG_financial_statements_2022_consolidated/GEG_financial_statements_2022_consolidated_extracted.txt,balance_sheet,247,247,21,5,,,auto-mapped
1,ann_32ab2bb8afd8c82600fd022ec934ace8b41ffe60637861c6a7e724141ac316a9,doc_5c04db88863e3f82be09ef80b120b0fcab9cf8736b8336f3860d5bbebcf58f77,GEG/2022/GEG_financial_statements_2022_consolidated/GEG_financial_statements_2022_consolidated_extracted.txt,cash_flow_statement,262,262,24,5,,,auto-mapped
1,ann_35a8666d03b95ef9f9f5268849278645f369d41c694f4c9cd06bba0262016bc9,doc_5f7bb5ffa5810816fc979ee59dc6844988ef68b10f197a1fbe0f14904b7a3eb1,PNJ/2018/PNJ_financial_statements_2018_separate/PNJ_financial_statements_2018_separate_extracted.txt,balance_sheet,171,171,40,5,,,auto-mapped
1,ann_dc8c6bed57a6ed19b570a4894af92764fb9c616923ba2dbb203a14f4aa7247ce,doc_5f7bb5ffa5810816fc979ee59dc6844988ef68b10f197a1fbe0f14904b7a3eb1,PNJ/2018/PNJ_financial_statements_2018_separate/PNJ_financial_statements_2018_separate_extracted.txt,income_statement,184,184,26,5,,,auto-mapped
1,ann_b7772f1fb2b20f42fac552b41271b240cf2650aee3cd07fce0663bc847f0ac18,doc_5f7bb5ffa5810816fc979ee59dc6844988ef68b10f197a1fbe0f14904b7a3eb1,PNJ/2018/PNJ_financial_statements_2018_separate/PNJ_financial_statements_2018_separate_extracted.txt,income_statement,209,209,20,5,,,auto-mapped
1,ann_c74d610698bccd62e4a257671708d5b0c5c6550bbc5c4792a6cdac2fda20dcc4,doc_5f7bb5ffa5810816fc979ee59dc6844988ef68b10f197a1fbe0f14904b7a3eb1,PNJ/2018/PNJ_financial_statements_2018_separate/PNJ_financial_statements_2018_separate_extracted.txt,cash_flow_statement,224,224,36,5,,,auto-mapped
1,ann_de8834e23468715389bea49fd36396c3b1378831a0302f8b23c72b49625991d9,doc_65cef4c780f3d67527bcf022f5295ba71a96e3b647a09bc95f2b6704401895f0,CTG/2016/CTG_financial_statements_2016_consolidated/CTG_financial_statements_2016_consolidated_extracted.txt,balance_sheet,205,205,37,5,VND_million,,auto-mapped
1,ann_6ad3db4229fbd369c0a871b977aed770edc022a9e8737bfadc4ebf11dcd2cbcf,doc_65cef4c780f3d67527bcf022f5295ba71a96e3b647a09bc95f2b6704401895f0,CTG/2016/CTG_financial_statements_2016_consolidated/CTG_financial_statements_2016_consolidated_extracted.txt,income_statement,230,230,24,5,VND_million,,auto-mapped
1,ann_0a1d0fed0643e61547d125f4038063bd1ba715cc4715b53956ff3fbe2fec1b5c,doc_65cef4c780f3d67527bcf022f5295ba71a96e3b647a09bc95f2b6704401895f0,CTG/2016/CTG_financial_statements_2016_consolidated/CTG_financial_statements_2016_consolidated_extracted.txt,income_statement,282,282,18,5,VND_million,,auto-mapped
1,ann_d4f846596ca8e1cae7eefc1c374bcf679bec37eaddf499ba09c2b415f5e09561,doc_65cef4c780f3d67527bcf022f5295ba71a96e3b647a09bc95f2b6704401895f0,CTG/2016/CTG_financial_statements_2016_consolidated/CTG_financial_statements_2016_consolidated_extracted.txt,income_statement,307,307,8,5,VND_million,,auto-mapped
1,ann_fceba0e2e9ab2d3288ca2f8893865ad12cc19de4cc5f1e73a862d7b44a42e3e0,doc_65cef4c780f3d67527bcf022f5295ba71a96e3b647a09bc95f2b6704401895f0,CTG/2016/CTG_financial_statements_2016_consolidated/CTG_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,336,336,28,3,VND_million,,auto-mapped
1,ann_9ce09add33ffb09924faa3c6a59c3f727f954b2c3a532966c933c92512510a8e,doc_65cef4c780f3d67527bcf022f5295ba71a96e3b647a09bc95f2b6704401895f0,CTG/2016/CTG_financial_statements_2016_consolidated/CTG_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,371,371,14,4,,,auto-mapped
1,ann_8de6b7c16e69c4e41d29e11fd748df5cdbf1aedc899cdf51ce282cc1700127a8,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,balance_sheet,2250,2250,25,7,VND_million,,auto-mapped
1,ann_a318a427ba848b423449736be9d5e74623ff04dcb68cfdb3ac0ed8db51920d6a,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,balance_sheet,2270,2270,25,7,VND_million,,auto-mapped
1,ann_fd8ade4ced402e73f8e0c0f514f4cfc0639add1b43df8f0d59f995f7ec4cd2e7,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,balance_sheet,2297,2297,23,10,VND_million,,auto-mapped
1,ann_f24529cce0741423be8818ddb631e933a9c3fdc0d2643d9baf6ded7b84f04ee9,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,balance_sheet,2318,2318,23,10,,,auto-mapped
1,ann_c9812e3d00a1228771f2fa227a38718c206c584e8f487c3c617586d4a1ed5ce9,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,balance_sheet,2366,2366,24,9,VND_million,,auto-mapped
1,ann_d3d25436e88ba6eb3eed898cef314c45abb4d769c5f71f8ab9132b11902d4b61,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,balance_sheet,2387,2387,24,9,VND_million,,auto-mapped
1,ann_f4eb2de9d3e1b1cce6ef6aab2c445861edf746f712a2472fe96111015f0c0f18,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,income_statement,2408,2408,11,7,,,auto-mapped
1,ann_e2474fd58d0eca549dcd0a6ba66c27c8d3e934e3ea19c85a30c64a2ace35a0d2,doc_6d7b1237705b40aa68af09efd36e495197bd346378d32d84068dea4543b35bd2,HDB/2023/HDB_financial_statements_2023_separate_2/HDB_financial_statements_2023_separate_2_extracted.txt,income_statement,2514,2514,3,4,,,auto-mapped
1,ann_3b4e7ebcac99fd4f709dfd8c0cc17322e82a4d890f731b30e316a3d3299a4624,doc_767612e8342e4558c1ebc9ddc18a47145e052ad707328b9ced883d5555318fae,FPT/2016/FPT_financial_statements_2016_separate/FPT_financial_statements_2016_separate_extracted.txt,balance_sheet,190,190,35,5,VND,,auto-mapped
1,ann_92fffca5ad0f48f72e15b44b5381174ea8ee9f746d82ab25b55082f4ff60f8bc,doc_767612e8342e4558c1ebc9ddc18a47145e052ad707328b9ced883d5555318fae,FPT/2016/FPT_financial_statements_2016_separate/FPT_financial_statements_2016_separate_extracted.txt,income_statement,255,255,18,5,VND,,auto-mapped
1,ann_6349773661b2a6726b11bd8f2cecfd99a3d80b01fd7f4a5f9e54471bac8eefd6,doc_767612e8342e4558c1ebc9ddc18a47145e052ad707328b9ced883d5555318fae,FPT/2016/FPT_financial_statements_2016_separate/FPT_financial_statements_2016_separate_extracted.txt,cash_flow_statement,289,289,27,4,VND,,auto-mapped
1,ann_5ec9f1695b4876e8e71cf72a014192ae949ef77afcb91f6d9563e296b8cc6433,doc_767612e8342e4558c1ebc9ddc18a47145e052ad707328b9ced883d5555318fae,FPT/2016/FPT_financial_statements_2016_separate/FPT_financial_statements_2016_separate_extracted.txt,cash_flow_statement,318,318,10,4,VND,,auto-mapped
1,ann_9fb58524680a1564872bd570376ca5a98eef11a6a163bb2a62c38e5292141b15,doc_7682774b9f3e42435e71b8862699740e3b93390424b7b1f04b5e79ac20880559,CTG/2025/CTG_financial_statements_2025_consolidated/CTG_financial_statements_2025_consolidated_extracted.txt,balance_sheet,419,419,37,5,,,auto-mapped
1,ann_eadc2974aebcd564247220a84d9e279d3c01efe601bd667427e22dfba885b3d6,doc_7682774b9f3e42435e71b8862699740e3b93390424b7b1f04b5e79ac20880559,CTG/2025/CTG_financial_statements_2025_consolidated/CTG_financial_statements_2025_consolidated_extracted.txt,balance_sheet,515,515,29,5,,,auto-mapped
1,ann_18db27c5c94b4cbc5905cbb27483b6b94c559a29f4242462e64af2a77bf371d4,doc_7682774b9f3e42435e71b8862699740e3b93390424b7b1f04b5e79ac20880559,CTG/2025/CTG_financial_statements_2025_consolidated/CTG_financial_statements_2025_consolidated_extracted.txt,income_statement,613,613,13,5,,,auto-mapped
1,ann_f93ca4cd47423e0e25fe07efd97a14b58880f4b8a3794f3bcedd6352ddbb33d6,doc_7682774b9f3e42435e71b8862699740e3b93390424b7b1f04b5e79ac20880559,CTG/2025/CTG_financial_statements_2025_consolidated/CTG_financial_statements_2025_consolidated_extracted.txt,cash_flow_statement,2485,2485,19,6,,,auto-mapped
1,ann_6182ce872c40f5d53587be4810bd39ed782f6edf04cb7a6dfb08749cf90818ec,doc_7682774b9f3e42435e71b8862699740e3b93390424b7b1f04b5e79ac20880559,CTG/2025/CTG_financial_statements_2025_consolidated/CTG_financial_statements_2025_consolidated_extracted.txt,cash_flow_statement,2505,2505,2,3,,,auto-mapped
1,ann_0beb8f31de7f4922066d3b68ce474be9959f444392ea116a3c536a783bc29d4b,doc_7682774b9f3e42435e71b8862699740e3b93390424b7b1f04b5e79ac20880559,CTG/2025/CTG_financial_statements_2025_consolidated/CTG_financial_statements_2025_consolidated_extracted.txt,cash_flow_statement,2509,2509,20,4,,,auto-mapped
1,ann_7db08284b932f7be59af8e175659d4d095dadf067290b23afd2b7e03582649c5,doc_7da3d76db147cb080f6f14a63989eb228c7cbab30405a30a834613aec3a97303,HPX/2022/HPX_financial_statements_2022_consolidated/HPX_financial_statements_2022_consolidated_extracted.txt,balance_sheet,322,322,43,5,,,auto-mapped
1,ann_5965ba85ce7a10ef55af9ad099c878e2df1b1d7f0497ef24d2cf622f85d25b2e,doc_7da3d76db147cb080f6f14a63989eb228c7cbab30405a30a834613aec3a97303,HPX/2022/HPX_financial_statements_2022_consolidated/HPX_financial_statements_2022_consolidated_extracted.txt,income_statement,343,343,28,6,,,auto-mapped
1,ann_b899c8bba216ad4be630d3abfd12acd2b8996d35c7431b9b2bad961ae7eb7b36,doc_7da3d76db147cb080f6f14a63989eb228c7cbab30405a30a834613aec3a97303,HPX/2022/HPX_financial_statements_2022_consolidated/HPX_financial_statements_2022_consolidated_extracted.txt,cash_flow_statement,415,415,37,5,,,auto-mapped
1,ann_8cf783fac90ed6f953584862ad3db28219a6a3cd37f14012a25cdd372a39a832,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,balance_sheet,123,123,24,5,,,auto-mapped
1,ann_f01d1fcdff5588fdd6d5d4b1c72e7d921b3ba222c8bb7fea9b9e1341ef143676,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,balance_sheet,138,138,26,5,,,auto-mapped
1,ann_fd81be79dcd4fc0c2135f22606ce048d39b0f0d25d7c123853dcc0719c3c691b,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,income_statement,170,170,14,5,,,auto-mapped
1,ann_ba1ed4586d2905224a0657d337a8804e0ab6b24ac65dfdb996340e4cf0060b5e,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,income_statement,199,199,20,5,,,auto-mapped
1,ann_2aefd1210c1cee7966a605f0c6e17c06aff8f3bfad74a1a4d2fd12160e4f7df1,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,income_statement,218,218,7,5,,,auto-mapped
1,ann_66151c381eb0531bb58f8837ba30710236d041fd493acbf3545831ac1c9a2427,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,249,249,29,4,,,auto-mapped
1,ann_258254cc6a571a8755c90e56da82d779a9b52314df963414f91e7a56d5ea71f9,doc_82757cff70c283e922eb5c48e767f9bc00696462c0c2412c931f2d8c4d1cf76f,HDG/2016/HDG_financial_statements_2016_consolidated/HDG_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,266,266,12,4,,,auto-mapped
1,ann_87f2b7ce125529d2c8ea4979c60c46df58aae7656026e977b36e7da5f2933b2f,doc_84e86cd28ab369f774990100708075260234b13291343f4167817ec56c8dee88,KHG/2022/KHG_financial_statements_2022_separate/KHG_financial_statements_2022_separate_extracted.txt,balance_sheet,217,217,31,6,VND,,auto-mapped
1,ann_ae4ce54dd8e07c15c8854df1c59b5c715aef902bb5fb870733185eaea20ceda2,doc_84e86cd28ab369f774990100708075260234b13291343f4167817ec56c8dee88,KHG/2022/KHG_financial_statements_2022_separate/KHG_financial_statements_2022_separate_extracted.txt,balance_sheet,232,232,22,6,VND,,auto-mapped
1,ann_a55ce55e897a49d07a7e3c655e008b16cb8518c0192f9061ede410d5467f5677,doc_84e86cd28ab369f774990100708075260234b13291343f4167817ec56c8dee88,KHG/2022/KHG_financial_statements_2022_separate/KHG_financial_statements_2022_separate_extracted.txt,income_statement,259,259,19,5,VND,,auto-mapped
1,ann_eceb01f8daf0defb0108410376e76edf0040003ecdba9ee587f59f85c36b14c0,doc_84e86cd28ab369f774990100708075260234b13291343f4167817ec56c8dee88,KHG/2022/KHG_financial_statements_2022_separate/KHG_financial_statements_2022_separate_extracted.txt,cash_flow_statement,286,286,27,5,VND,,auto-mapped
1,ann_03d90784f8d00e66eaa8b950d617a18c09d45a7cdcc4992e751797f5244213c6,doc_86c2d957c54b005f5a1abb24989594936750e3e3105373d8daa0244fc4404f85,GEG/2020/GEG_financial_statements_2020_separate/GEG_financial_statements_2020_separate_extracted.txt,income_statement,145,145,7,3,,,auto-mapped
1,ann_e7d1628e9dbffd5f778cba6e8e73f818dff16c2c0a64bc1477f90450b23e43b3,doc_86c2d957c54b005f5a1abb24989594936750e3e3105373d8daa0244fc4404f85,GEG/2020/GEG_financial_statements_2020_separate/GEG_financial_statements_2020_separate_extracted.txt,cash_flow_statement,287,287,36,5,,,auto-mapped
1,ann_b8eb40a55d23fd2f1504be7a2a0077529af28736cc342d47211e014edcb120e7,doc_86c2d957c54b005f5a1abb24989594936750e3e3105373d8daa0244fc4404f85,GEG/2020/GEG_financial_statements_2020_separate/GEG_financial_statements_2020_separate_extracted.txt,cash_flow_statement,353,353,36,5,,,auto-mapped
1,ann_3c5bc4f74b6f5935cc986a5f9caa3ad84c64c2c57d0921f67426d2e8f2f2c5ca,doc_8787ef5ce0651a133f520f289e631b6b8301e73154e8345c89cf7e01a504ec48,GEX/2016/GEX_financial_statements_2016_consolidated/GEX_financial_statements_2016_consolidated_extracted.txt,balance_sheet,168,168,43,5,,,auto-mapped
1,ann_50c31cf140db792e60e17d618e2c5f21bd05d2e12333d593c752810d7c16fa65,doc_8787ef5ce0651a133f520f289e631b6b8301e73154e8345c89cf7e01a504ec48,GEX/2016/GEX_financial_statements_2016_consolidated/GEX_financial_statements_2016_consolidated_extracted.txt,income_statement,189,189,38,5,,,auto-mapped
1,ann_6d28a0cd60d6ad3543a2e72b6586efa6be386f0e40ac424c879095b2e0e25d61,doc_8787ef5ce0651a133f520f289e631b6b8301e73154e8345c89cf7e01a504ec48,GEX/2016/GEX_financial_statements_2016_consolidated/GEX_financial_statements_2016_consolidated_extracted.txt,income_statement,224,224,24,5,,,auto-mapped
1,ann_f67d415cd3e5c7d4c9376d4e72c6dc9d954b6ad3461aba0524d3444b2ec034b1,doc_8787ef5ce0651a133f520f289e631b6b8301e73154e8345c89cf7e01a504ec48,GEX/2016/GEX_financial_statements_2016_consolidated/GEX_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,263,263,31,5,,,auto-mapped
1,ann_c565b7ffd1bb288185c4ca5ef1357d3a6972445d36bb4ca19a8b31b792ef7352,doc_8787ef5ce0651a133f520f289e631b6b8301e73154e8345c89cf7e01a504ec48,GEX/2016/GEX_financial_statements_2016_consolidated/GEX_financial_statements_2016_consolidated_extracted.txt,cash_flow_statement,286,286,14,5,,,auto-mapped
1,ann_bdc58abe36141f151faba3154ea5521a03b6a866d2bcae27dbbb29302e97efb0,doc_8ab2ee2d002acd608133139cda3d02552ab6b0262b444874a638b19b6dbb8931,GEE/2023/GEE_financial_statements_2023_consolidated/GEE_financial_statements_2023_consolidated_extracted.txt,balance_sheet,372,372,21,6,VND,,auto-mapped
1,ann_935e08e0dea5f44d9d63019d0a2ee18a79a8c2ef19658c81d2936d08abab39d9,doc_8ab2ee2d002acd608133139cda3d02552ab6b0262b444874a638b19b6dbb8931,GEE/2023/GEE_financial_statements_2023_consolidated/GEE_financial_statements_2023_consolidated_extracted.txt,balance_sheet,397,397,27,6,VND,,auto-mapped
1,ann_a51c15e4881718dcfba0ca43d30a93da60a2444b3b300b3213792af6ce16b6bb,doc_8ab2ee2d002acd608133139cda3d02552ab6b0262b444874a638b19b6dbb8931,GEE/2023/GEE_financial_statements_2023_consolidated/GEE_financial_statements_2023_consolidated_extracted.txt,income_statement,422,422,32,5,,,auto-mapped
1,ann_f66a6c4b91f58f8721b5622513c52fb6834c112c23d4226e0527df7d240fe07c,doc_8ab2ee2d002acd608133139cda3d02552ab6b0262b444874a638b19b6dbb8931,GEE/2023/GEE_financial_statements_2023_consolidated/GEE_financial_statements_2023_consolidated_extracted.txt,income_statement,459,459,24,6,VND,,auto-mapped
1,ann_1a7b767f16465ffd53f9ded9b41a07407c2d5a7fefc98f500ebc574da66d3fcb,doc_8ab2ee2d002acd608133139cda3d02552ab6b0262b444874a638b19b6dbb8931,GEE/2023/GEE_financial_statements_2023_consolidated/GEE_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,494,494,27,5,VND,,auto-mapped
1,ann_3d41f807952a1267a8f31e0369357726d5e4d940c25787f5a5734c5533e83def,doc_8ab2ee2d002acd608133139cda3d02552ab6b0262b444874a638b19b6dbb8931,GEE/2023/GEE_financial_statements_2023_consolidated/GEE_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,521,521,11,5,VND,,auto-mapped
1,ann_97acc6502c4de94d207d33f2822d9a992c3196059c5e71c4f7c4737a7daec600,doc_8b361682a82d810f2f99390249711b36a7fc12732e21fadf33495a491a3f7563,KHG/2025/KHG_financial_statements_2025_consolidated/KHG_financial_statements_2025_consolidated_extracted.txt,balance_sheet,195,195,33,5,VND,,auto-mapped
1,ann_ce3bbd1afd3d4c84571d72070ed805f1fd46449953830c5fd6f6382a55a24d0f,doc_8b361682a82d810f2f99390249711b36a7fc12732e21fadf33495a491a3f7563,KHG/2025/KHG_financial_statements_2025_consolidated/KHG_financial_statements_2025_consolidated_extracted.txt,income_statement,216,216,22,6,VND,,auto-mapped
1,ann_5b262c4447ad92d9e14621d63b603a0747d3bc6284744b44bf185769bead7c48,doc_8b361682a82d810f2f99390249711b36a7fc12732e21fadf33495a491a3f7563,KHG/2025/KHG_financial_statements_2025_consolidated/KHG_financial_statements_2025_consolidated_extracted.txt,income_statement,237,237,22,5,VND,,auto-mapped
1,ann_cd30b382ccb2dff1ae29d15add03691fe532de24b4703fef96cb79a230fd4edf,doc_8b361682a82d810f2f99390249711b36a7fc12732e21fadf33495a491a3f7563,KHG/2025/KHG_financial_statements_2025_consolidated/KHG_financial_statements_2025_consolidated_extracted.txt,cash_flow_statement,272,272,28,4,VND,,auto-mapped
1,ann_98f62cfa5f5618fd83efb28eb525a270c42bc9a366e857023e5e2299e5f4019b,doc_8ebed1476b7b3ba922458a3413c71f2f8abad629fee9d46d7b2478dec40572ea,MSB/2017/MSB_financial_statements_2017_separate/MSB_financial_statements_2017_separate_extracted.txt,balance_sheet,288,288,19,5,,,auto-mapped
1,ann_c91055a7d2c88651ae545ec0a80ceb9969e817309211cb2fb2e25e8ea9ae3787,doc_8ebed1476b7b3ba922458a3413c71f2f8abad629fee9d46d7b2478dec40572ea,MSB/2017/MSB_financial_statements_2017_separate/MSB_financial_statements_2017_separate_extracted.txt,balance_sheet,306,306,9,5,,,auto-mapped
1,ann_c85b7cd335dfd7b71d5bbf6bb03aba42cf7bd4af83c8ed608adee9244e799266,doc_8ebed1476b7b3ba922458a3413c71f2f8abad629fee9d46d7b2478dec40572ea,MSB/2017/MSB_financial_statements_2017_separate/MSB_financial_statements_2017_separate_extracted.txt,income_statement,335,335,21,5,,,auto-mapped
1,ann_87e82787640313a1dac51a058d010fc0c318bd61dab2e84796c1c609bf72e250,doc_8ebed1476b7b3ba922458a3413c71f2f8abad629fee9d46d7b2478dec40572ea,MSB/2017/MSB_financial_statements_2017_separate/MSB_financial_statements_2017_separate_extracted.txt,cash_flow_statement,359,359,27,4,,,auto-mapped
1,ann_5e4f410e80ada766c5264c07890259100749ea4b96c865cf35aa17d3fe594ace,doc_945525431af814f87b50e484b5db5e1f8408aabcc163d3657cc93d423a9ab107,IJC/2017/IJC_financial_statements_2017_consolidated/IJC_financial_statements_2017_consolidated_extracted.txt,balance_sheet,323,323,27,6,VND,,auto-mapped
1,ann_589bda7da08c7c7a9af9ee509d712b6056882d7893eed962424da51d8ea280dc,doc_945525431af814f87b50e484b5db5e1f8408aabcc163d3657cc93d423a9ab107,IJC/2017/IJC_financial_statements_2017_consolidated/IJC_financial_statements_2017_consolidated_extracted.txt,balance_sheet,338,338,39,6,,,auto-mapped
1,ann_cb387f37cb1bd165621f3aa39d429d8728c006084fa036eff714b774f92d2f63,doc_945525431af814f87b50e484b5db5e1f8408aabcc163d3657cc93d423a9ab107,IJC/2017/IJC_financial_statements_2017_consolidated/IJC_financial_statements_2017_consolidated_extracted.txt,balance_sheet,353,353,31,6,,,auto-mapped
1,ann_821112504a2c046010a3828636eac904e0b85a1c9ae7f773e9e9c6ed6f7869ad,doc_945525431af814f87b50e484b5db5e1f8408aabcc163d3657cc93d423a9ab107,IJC/2017/IJC_financial_statements_2017_consolidated/IJC_financial_statements_2017_consolidated_extracted.txt,balance_sheet,366,366,24,6,,,auto-mapped
1,ann_575f7fa133d6c79152eefa2337bb3ec3380ff2eb0901c6b153578dc80e04d5a8,doc_945525431af814f87b50e484b5db5e1f8408aabcc163d3657cc93d423a9ab107,IJC/2017/IJC_financial_statements_2017_consolidated/IJC_financial_statements_2017_consolidated_extracted.txt,income_statement,396,396,24,6,VND,,auto-mapped
